flowStartMilliseconds,flowDurationMilliseconds,sourceIPAddress,destinationIPAddress,sourceTransportPort,destinationTransportPort,protocolIdentifier,"apply(packetTotalCount,forward)","apply(octetTotalCount,forward)","apply(min(ipTotalLength),forward)","apply(mean(ipTotalLength),forward)","apply(max(ipTotalLength),forward)","apply(stdev(ipTotalLength),forward)","apply(min(_interPacketTimeSeconds),forward)","apply(mean(_interPacketTimeSeconds),forward)","apply(max(_interPacketTimeSeconds),forward)","apply(stdev(_interPacketTimeSeconds),forward)","apply(tcpSynTotalCount,forward)","apply(tcpAckTotalCount,forward)","apply(tcpFinTotalCount,forward)","apply(_tcpCwrTotalCount,forward)","apply(packetTotalCount,backward)","apply(octetTotalCount,backward)","apply(min(ipTotalLength),backward)","apply(mean(ipTotalLength),backward)","apply(max(ipTotalLength),backward)","apply(stdev(ipTotalLength),backward)","apply(min(_interPacketTimeSeconds),backward)","apply(mean(_interPacketTimeSeconds),backward)","apply(max(_interPacketTimeSeconds),backward)","apply(stdev(_interPacketTimeSeconds),backward)","apply(tcpSynTotalCount,backward)","apply(tcpAckTotalCount,backward)","apply(tcpFinTotalCount,backward)","apply(_tcpCwrTotalCount,backward)",Attack,Label
1499453791821,10442,172.16.0.1,192.168.10.50,49534,80,6,8,352,40,44.0,60,7.708992893275451,0.0,1.4285714285714286,10.0,3.779644730092272,1,7,0,0,6,11847,40.0,1974.5,4420.0,2177.348272555404,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453791834,10429,172.16.0.1,192.168.10.50,49535,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,1.6666666666666667,10.0,4.08248290463863,1,6,0,0,6,11847,40.0,1974.5,5880.0,2538.922113811292,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453791844,10419,172.16.0.1,192.168.10.50,49536,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,1.6666666666666667,10.0,4.08248290463863,1,6,0,0,6,11847,40.0,1974.5,5880.0,2538.922113811292,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453791847,10416,172.16.0.1,192.168.10.50,49537,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,1.6666666666666667,10.0,4.08248290463863,1,6,0,0,6,11847,40.0,1974.5,4420.0,2177.348272555404,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453791857,10406,172.16.0.1,192.168.10.50,49538,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,1.6666666666666667,10.0,4.08248290463863,1,6,0,0,6,11847,40.0,1974.5,4420.0,2177.348272555404,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453791860,10403,172.16.0.1,192.168.10.50,49539,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,1.6666666666666667,10.0,4.08248290463863,1,6,0,0,6,11847,40.0,1974.5,5880.0,2538.922113811292,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453796548,5715,172.16.0.1,192.168.10.50,49650,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,0.8333333333333334,4.0,1.6020819787597222,1,6,0,0,7,11887,40.0,1698.142857142857,5880.0,2137.2998875973885,0.0,0.1666666666666666,1.0,0.408248290463863,1,7,1,0,DDoS:LOIT,1
1499453797195,6412,172.16.0.1,192.168.10.50,51693,80,6,8,352,40,44.0,60,7.708992893275451,0.0,0.7142857142857143,5.0,1.889822365046136,1,7,0,0,6,11847,40.0,1974.5,5880.0,2538.922113811292,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453797303,4960,172.16.0.1,192.168.10.50,49655,80,6,7,312,40,44.57142857142857,60,8.141603913585717,0.0,0.6666666666666666,4.0,1.632993161855452,1,6,0,0,5,11807,40.0,2361.4,7255.0,3327.772498233616,0.0,0.0,0.0,0.0,1,5,1,0,DDoS:LOIT,1
1499453797410,72,192.168.10.15,192.168.10.3,54837,53,17,4,284,71,71.0,71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,298,149.0,149.0,149.0,0.0,0.0,0.0,0.0,,0,0,0,0,Normal,0
1499453797410,71,192.168.10.3,192.168.10.1,61063,53,17,1,82,82,82.0,82,,,,,,0,0,0,0,1,160,160.0,160.0,160.0,,,,,,0,0,0,0,Normal,0
1499453797417,1071,192.168.10.15,195.142.107.70,58558,443,6,27,2215,40,82.03703703703704,813,152.87991302413735,0.0,0.0,0.0,0.0,1,26,1,0,41,50126,40.0,1222.5853658536585,3003.0,787.0410083219856,0.0,0.0,0.0,0.0,1,41,1,0,Normal,0
1499453797458,6150,172.16.0.1,192.168.10.50,51685,80,6,8,352,40,44.0,60,7.708992893275451,0.0,0.7142857142857143,5.0,1.889822365046136,1,7,0,0,6,11847,40.0,1974.5,5880.0,2538.922113811292,0.0,0.0,0.0,0.0,1,6,1,0,DDoS:LOIT,1
1499453797483,5803,192.168.10.15,204.154.111.112,58559,443,6,12,2378,40,198.16666666666663,819,297.00102030229806,0.0,0.3636363636363636,4.0,1.2060453783110543,1,11,1,0,11,7525,40.0,684.0909090909091,1500.0,658.4608499440881,0.0,0.5,5.0,1.5811388300841898,1,11,1,0,Normal,0
1499453797483,0,192.168.10.15,192.168.10.3,55092,53,17,2,142,71,71.0,71,0.0,0.0,0.0,0.0,,0,0,0,0,2,174,87.0,87.0,87.0,0.0,0.0,0.0,0.0,,0,0,0,0,Normal,0
1499453797483,64,192.168.10.15,192.168.10.3,57590,53,17,4,284,71,71.0,71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,274,137.0,137.0,137.0,0.0,0.0,0.0,0.0,,0,0,0,0,Normal,0
1499453797484,64,192.168.10.3,192.168.10.1,61803,53,17,1,82,82,82.0,82,,,,,,0,0,0,0,1,148,148.0,148.0,148.0,,,,,,0,0,0,0,Normal,0
1499262203197,12,172.16.0.1,192.168.10.50,50758,80,6,6,691,52,115.16666666666669,423,150.84086537363365,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,10199.0,4419.628242284638,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203197,11,172.16.0.1,192.168.10.50,50760,80,6,6,666,40,111.0,410,146.61923475451644,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,10199.0,4419.628242284638,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203197,9,172.16.0.1,192.168.10.50,50762,80,6,8,777,52,97.125,405,124.4317799323905,0.0,0.0,0.0,0.0,1,7,0,0,6,11915,52.0,1985.8333333333333,7292.0,2845.8704409488964,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203198,6,172.16.0.1,192.168.10.50,50764,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,10199.0,4419.628242284638,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203198,11,172.16.0.1,192.168.10.50,50766,80,6,6,656,40,109.33333333333331,400,142.54075440612297,0.0,0.0,0.0,0.0,1,4,1,0,4,11811,52.0,2952.75,11647.0,5796.167893531036,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203198,8,172.16.0.1,192.168.10.50,50768,80,6,6,690,40,115.0,434,156.4084396699871,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,10199.0,4419.628242284638,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203198,0,172.16.0.1,192.168.10.50,50750,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203198,4,172.16.0.1,192.168.10.50,50770,80,6,6,659,40,109.83333333333331,403,143.76427465356846,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5855.0,2537.859130579684,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203199,4,172.16.0.1,192.168.10.50,50772,80,6,6,692,52,115.33333333333331,424,151.24902203540577,0.0,0.0,0.0,0.0,1,5,0,0,4,11811,52.0,2952.75,11647.0,5796.167893531036,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203199,11,172.16.0.1,192.168.10.50,50774,80,6,6,644,52,107.33333333333331,376,131.65814318403045,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2536.6035887908592,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203201,6,192.168.10.50,172.16.0.1,80,50754,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203201,11,172.16.0.1,192.168.10.50,50776,80,6,6,638,52,106.33333333333331,370,129.20939078359075,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203202,12,172.16.0.1,192.168.10.50,50782,80,6,6,646,52,107.66666666666669,378,132.47440004267492,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203202,12,172.16.0.1,192.168.10.50,50784,80,6,7,730,52,104.28571428571428,410,134.84029353981975,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203202,13,172.16.0.1,192.168.10.50,50778,80,6,6,655,52,109.16666666666669,387,136.14759148316458,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203202,13,172.16.0.1,192.168.10.50,50780,80,6,6,657,40,109.5,401,142.94859215816012,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2361.47465933189,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203202,8,192.168.10.50,172.16.0.1,80,50756,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203203,15,192.168.10.50,172.16.0.1,80,50786,6,5,11863,52,2372.6,5844,2421.7179439397974,0.0,0.0,0.0,0.0,1,5,1,0,6,609,40.0,101.5,353.0,123.37544326161508,0.0,0.0,0.0,0.0,1,4,1,0,Normal,0
1499262203203,15,172.16.0.1,192.168.10.50,50788,80,6,6,662,40,110.33333333333331,406,144.98781558002267,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,7292.0,3001.6285246512434,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203203,8,192.168.10.50,172.16.0.1,80,50770,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203204,26,172.16.0.1,192.168.10.50,50790,80,6,6,671,52,111.83333333333331,403,142.67784224141695,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203205,14,192.168.10.50,172.16.0.1,80,50792,6,5,11863,52,2372.6,8740,3632.522236683487,0.0,0.0,0.0,0.0,1,5,1,0,8,781,52.0,97.625,409.0,125.84563957483786,0.0,0.0,0.0,0.0,1,7,0,0,Normal,0
1499262203205,14,172.16.0.1,192.168.10.50,50794,80,6,6,667,52,111.16666666666669,399,141.0452646020655,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141168,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203206,15,172.16.0.1,192.168.10.50,50796,80,6,7,717,52,102.42857142857144,397,129.92800204069064,0.0,0.0,0.0,0.0,1,6,0,0,4,11811,52.0,2952.75,8751.0,4098.8648326904695,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203206,17,172.16.0.1,192.168.10.50,50798,80,6,6,626,52,104.33333333333331,358,124.311973142842,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3632.522236683487,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203206,18,172.16.0.1,192.168.10.50,50800,80,6,6,645,52,107.5,377,132.06627124288775,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203207,4,192.168.10.50,172.16.0.1,80,50768,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203208,20,172.16.0.1,192.168.10.50,50802,80,6,6,671,52,111.83333333333331,403,142.67784224141695,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,1753.071637631123,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,18,172.16.0.1,192.168.10.50,50804,80,6,6,695,52,115.83333333333331,427,152.4734949644254,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,20,172.16.0.1,192.168.10.50,50806,80,6,6,623,52,103.83333333333331,355,123.08763815536746,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3632.522236683487,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,16,172.16.0.1,192.168.10.50,50808,80,6,6,673,52,112.16666666666669,405,143.49413460719106,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4396.0,2176.667399183133,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,18,172.16.0.1,192.168.10.50,50812,80,6,7,730,52,104.28571428571428,410,134.84029353981975,0.0,0.0,0.0,0.0,1,6,0,0,6,11915,52.0,1985.8333333333333,7292.0,2694.4938238316054,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,22,172.16.0.1,192.168.10.50,50810,80,6,6,648,40,108.0,392,139.27813898814128,0.0,0.0,0.0,0.0,1,4,1,0,4,11811,52.0,2952.75,10199.0,4878.557667658205,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203208,2,192.168.10.50,172.16.0.1,80,50760,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203209,25,172.16.0.1,192.168.10.50,50814,80,6,6,677,40,112.83333333333331,421,151.10581281561164,0.0,0.0,0.0,0.0,1,4,1,0,5,11863,52.0,2372.6,5844.0,3168.942694338287,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203210,27,172.16.0.1,192.168.10.50,50818,80,6,6,691,52,115.16666666666669,423,150.84086537363365,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2532.833229146101,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203210,25,172.16.0.1,192.168.10.50,50820,80,6,6,670,40,111.66666666666669,414,148.25068858749583,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5855.0,2537.859130579684,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203210,22,172.16.0.1,192.168.10.50,50816,80,6,6,621,40,103.5,365,128.268078647807,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2536.6035887908592,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203210,25,172.16.0.1,192.168.10.50,50822,80,6,6,662,52,110.33333333333331,394,139.0045562802409,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,4407.0,2181.0535451168244,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203210,3,192.168.10.50,172.16.0.1,80,50766,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203211,26,172.16.0.1,192.168.10.50,50824,80,6,6,636,52,106.0,368,128.39314623452452,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2536.6035887908592,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203211,28,172.16.0.1,192.168.10.50,50826,80,6,6,644,52,107.33333333333331,376,131.65814318403045,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2536.6035887908592,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203212,28,172.16.0.1,192.168.10.50,50828,80,6,6,636,52,106.0,368,128.39314623452452,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203213,28,172.16.0.1,192.168.10.50,50830,80,6,6,626,40,104.33333333333331,370,130.30681742206224,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203213,9,192.168.10.50,172.16.0.1,80,50750,6,1,52,52,52.0,52,,,,,,0,1,1,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203214,30,172.16.0.1,192.168.10.50,50832,80,6,6,645,52,107.5,377,132.06627124288775,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203214,31,172.16.0.1,192.168.10.50,50834,80,6,6,679,40,113.16666666666669,423,151.92158064826296,0.0,0.0,0.0,0.0,1,4,1,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203214,28,172.16.0.1,192.168.10.50,50836,80,6,6,678,52,113.0,410,145.53487554534823,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203215,31,172.16.0.1,192.168.10.50,50838,80,6,6,632,52,105.33333333333331,364,126.76066687528376,0.0,0.0,0.0,0.0,1,5,0,0,6,11915,52.0,1985.8333333333333,5844.0,2179.5924771999616,0.0,0.0,0.0,0.0,1,6,1,0,DoS / DDoS:DoS Hulk,1
1499262203216,34,172.16.0.1,192.168.10.50,50840,80,6,6,624,40,104.0,368,129.49131244990917,0.0,0.0,0.0,0.0,1,4,1,0,4,11811,52.0,2952.75,8740.0,4093.6802818490846,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203216,33,172.16.0.1,192.168.10.50,50846,80,6,6,668,40,111.33333333333331,412,147.43495741060417,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203216,0,172.16.0.1,192.168.10.50,50780,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203216,37,172.16.0.1,192.168.10.50,50842,80,6,6,634,52,105.66666666666669,366,127.57690491098562,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3773.010177563798,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203216,33,172.16.0.1,192.168.10.50,50844,80,6,9,811,52,90.11111111111111,387,111.36476602189362,0.0,0.0,0.0,0.0,1,8,0,0,5,11863,52.0,2372.6,7292.0,3330.24770850458,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203216,9,192.168.10.50,172.16.0.1,80,50780,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203217,0,172.16.0.1,192.168.10.50,50782,80,6,1,40,40,40.0,40,,,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,DoS / DDoS:DoS Hulk,1
1499262203218,33,172.16.0.1,192.168.10.50,50848,80,6,7,673,52,96.14285714285714,353,113.30258686577368,0.0,0.0,0.0,0.0,1,6,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203218,37,172.16.0.1,192.168.10.50,50852,80,6,6,659,52,109.83333333333331,391,137.78013886865793,0.0,0.0,0.0,0.0,1,5,0,0,4,11811,52.0,2952.75,8740.0,4093.6802818490846,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
1499262203218,34,172.16.0.1,192.168.10.50,50850,80,6,6,731,52,121.83333333333331,463,167.16748088867843,0.0,0.0,0.0,0.0,1,5,0,0,8,12019,52.0,1502.375,4396.0,1545.4425106005815,0.0,0.0,0.0,0.0,1,8,1,0,DoS / DDoS:DoS Hulk,1
1499262203218,3,192.168.10.50,172.16.0.1,80,50786,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203218,3,192.168.10.50,172.16.0.1,80,50788,6,1,52,52,52.0,52,,,,,,0,1,0,0,1,40,40.0,40.0,40.0,,,,,,0,0,0,0,Normal,0
1499262203219,39,172.16.0.1,192.168.10.50,50854,80,6,6,614,52,102.33333333333331,346,119.41468363089469,0.0,0.0,0.0,0.0,1,5,0,0,7,11967,52.0,1709.571428571429,5844.0,2117.186486601409,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203219,37,172.16.0.1,192.168.10.50,50858,80,6,6,699,52,116.5,431,154.10613225955677,0.0,0.0,0.0,0.0,1,5,0,0,5,11863,52.0,2372.6,8740.0,3773.010177563798,0.0,0.0,0.0,0.0,1,5,1,0,DoS / DDoS:DoS Hulk,1
1499262203219,38,172.16.0.1,192.168.10.50,50856,80,6,6,662,40,110.33333333333331,406,144.98781558002267,0.0,0.0,0.0,0.0,1,4,1,0,7,11967,52.0,1709.571428571429,4396.0,1756.3245578141166,0.0,0.0,0.0,0.0,1,7,1,0,DoS / DDoS:DoS Hulk,1
1499262203220,39,172.16.0.1,192.168.10.50,50860,80,6,6,665,40,110.83333333333331,409,146.21137666634107,0.0,0.0,0.0,0.0,1,4,1,0,4,11811,52.0,2952.75,8740.0,4093.6802818490846,0.0,0.0,0.0,0.0,1,4,1,0,DoS / DDoS:DoS Hulk,1
